GeneSymbol	D4_ISO1_LP_1	D4_ISO1_LP_2	D4_INT_LP_PI_1	D4_INT_LP_PI_2	D4_INT_LP_LPS_1	D4_INT_LP_LPS_2	D4_INT_LP_5OP_1	D4_INT_LP_5OP_2	D4_INT_LP_C_1	D4_INT_LP_C_2	D4_ISO6_LP_1	D4_ISO6_LP_2
ENSG00000278954	0	0	0	0	9.55	0	0	0	0.25	0.21	0.58	0
ENSG00000278957	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278958	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278959	0	0	0	0	13.83	0	0	0	0	7.34	0	1.85
ENSG00000278960	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278962	0	0	0	0	0	0	0	0	0	3.99	0	0
ENSG00000278963	0	0	0	0	0	0	0	0	0.02	0	0	0
ENSG00000278964	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278965	0	0	0	0	0	0	0	0.04	0	10.74	0	0
ENSG00000278966	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278967	0	0	0.49	0	77.72	0	0	0	0	0	0	0
ENSG00000278969	0	0	0	0	0	0	0	0	0	0	0	0
HEIH	0.01	0	0	0	24.1	0	0	1.96	0	0	0	0
ENSG00000278971	0	0	0	0.89	5.71	0	0	0.08	0	0	0	0
ENSG00000278972	0	0	5.13	0	0	0	0	0	0	0	0	0
ENSG00000278973	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278974	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278975	0	0	0	0	0	0	0	0	0.03	0.16	0	0
ENSG00000278977	0	0	0	0	0	0	0	0	0	19.77	0	0
ENSG00000278979	0	0	0	0	30.59	0	0	0	0	0	0	0
ENSG00000278980	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278981	0	0	0	0	0	0	0	0	0	3.7	0	0
ENSG00000278982	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278983	0	0	0	0	0	0	0	0	0.16	0	0	0
ENSG00000278985	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278986	0	0	0	0	0	2.91	0	0	0	0	0	0
ENSG00000278987	0.01	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278988	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278989	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278990	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278991	2.76	0	0	0	35.9	0	0	0	0	0	0	0
ENSG00000278992	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278993	5.89	0	0	0	0	0	7.99	0	0	6.72	0	0
ENSG00000278994	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278995	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278996	0.23	0	100.8	4.04	285.01	17.88	24.41	42.36	1.18	75.36	0	1.79
ENSG00000278997	0	0	0	0	20.33	0	0	0	0	0	0	0
ENSG00000278998	0.02	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278999	0	0	0	0	0	0	0	0	0	0	0	0
OR10A6	0	0	0	0	0	0	15.29	0	0	2.93	0	0
ENSG00000279001	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279002	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279005	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279006	0	0	0	0.14	2.11	0	0	0	1.94	0	0	0
ENSG00000279009	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279011	0	0	0	0	0	0	0	0	0	0	0	0
OR51B2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279013	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279015	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279016	0	0	0	0	0	0	0	0	0	10.44	0	0
ENSG00000279017	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279019	0	0	0	0.12	0	0.9	0	0	0.25	11.76	0	0
C18orf15_ENSG00000279020	0	0	0	0	0	0	0	0.05	0	0	0	0
ENSG00000279021	17.67	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279022	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279023	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279024	0	0	0	21.28	0	0	0	0	0	0	0	0
ENSG00000279025	0	0	0	0	0	0	0	0	0	6.68	0	0
ENSG00000279026	0	0	0	0	0	0	0	0.06	0	0	0	0
ENSG00000279028	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279030	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279031	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279032	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279033	0	0	0	0	100.68	0	0	0	0	0	2.27	0
ENSG00000279034	0	0	0	0	0	0	7.47	0	0	0	0	0
ENSG00000279035	0	0	0	0	0	0	0	0	0	0	2.25	0
ENSG00000279036	0	0	0	0	0	0	0	0	1.84	13.68	1.25	4.39
ENSG00000279039	0	0	0	0	14.76	0	0	0	0.8	0	0	0
ENSG00000279040	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279042	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279043	0	0	0	0	0	0	9.72	0	0	1.84	0	0
ENSG00000279044	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279045	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279046	0	0	0	0	0	0	0	0	0	0	0	0
AC244517.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279048	0	0	10.39	0	6.19	0	0	0	0	1.48	0	0
PWAR1_ENSG00000279050	0	0	0	0	0	0	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279056	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279057	0	0	0	0	0	0	0	0	0	0	0	0
AGAP14P_ENSG00000279058	0	0	0	0	0	0	0	0	0	4.58	0	0
ENSG00000279059	0	0	0	0	0	0	0	0	0	5.04	0	0
ENSG00000279061	0	0	0	0	0	0	0	0	0	0	0	0
CDRT15P8_ENSG00000279062	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279063	0	0	0	0	401.24	0	0	0	0	0	0	0
ENSG00000279064	0	0	0	0	0	0	0	0	0	61.76	0	0
ENSG00000279065	0	0	0	0	83.2	0	0	50.15	0	0	0	0
HEXD-IT1	0	0	0	0	186.49	0	0	0	0	0	0	0
ENSG00000279067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279068	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279069	0	0	0	0	0	0	0	0	0	0	4.53	0
ENSG00000279070	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSG00000279071	0	0	0	0	0	0	0	0	0	0	0.81	0
ENSG00000279072	0	0	0	0	6.25	0.48	0.97	0	0.06	2.23	0	0
ENSG00000279073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279074	0	0	210.93	0	0	0	0	0	0	0	0	0
ENSG00000279075	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279076	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279077	0	0	0	0	0	0	0	0	0	0	0	0
SND1-IT1	0.03	0	0	0	51.74	0	3.75	0	0	0	8.73	0
ENSG00000279080	0	0	0	0	0	0	0.78	0	0.58	0	0.17	0
ENSG00000279081	0	0	0	0	0	0	0	0	0	0	0	0
LINC01727	0	0	47.52	39.69	10.75	0	0	0	0	0	0	0
ENSG00000279083	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSG00000279085	0	0	0	0	0.38	1.29	0	0	0.04	0	0	0
ENSG00000279086	0	0	0	0	0	0	0	0	0	0.11	0	1.72
ENSG00000279087	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279088	3.17	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279089	2.33	0	0	0	0.65	0	0	0	0.01	10.79	0	0
ENSG00000279090	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279092	0	0	0	0.09	14.89	0	0	0	0	0	0.06	0
ENSG00000279093	0	0	0	0	0	0	0	0	0	0	0	0
LINC01670	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279095	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279096	0.01	0	0	0	15.32	0	0	0	0.07	0	0	0
ENSG00000279097	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279098	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279099	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279104	0	0	0	0	10.61	0	0	0	0	0	0	0
ENSG00000279106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279108	0	0	0	0	4.68	0	0	0	0	0	0	0
ENSG00000279110	0	0	8.92	0.03	11.73	1.19	4.91	0.02	0.13	0.14	0.02	0
OR10X1	0	0	0	0	75.42	0	0	0	0	0	0	0
ENSG00000279113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279114	0	0	0	0	0	0	0	0	0	3.46	0	0
ENSG00000279115	0	0	0	0	0	0	0	0	0	0	0	0
OR8D2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279117	0	0	0	0	0	0	0	0	0.02	0	0	0
ENSG00000279118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279119	0	0	0	0	0	182.71	0	0	0	0	0	0
ENSG00000279120	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279121	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279123	0	0	0	0	0	0	0	0	0	0	0	0
IGSF3P1_ENSG00000279124	0	0	0	0	0	0	0	0	0.01	0	0	0
ENSG00000279125	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279127	0	0	0	0	0	0	0	0	0.02	2.27	0	0
ENSG00000279128	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279129	0	0	0	0.17	0	4.51	0	0	0	0.1	0	0
ENSG00000279130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279133	0.01	0	0	0	9.79	0	0	0	0	0	0	0
ENSG00000279134	0	0	0	0	4.75	0	6.2	0	0	0	0	0
ENSG00000279135	0	0	0	0	20.75	0	0	0	0	0	0	2.61
ENSG00000279136	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279137	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279140	2	0	0	0	0	0	0	0	0	0	0	0
AL590226.2	0	0	0	0	52.23	0	0	11.16	0	0	0	1.45
ENSG00000279142	0.01	0	0	0	0	1.25	0	0.05	0	0	0	0
ENSG00000279143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279144	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279145	0	0	0	0	1.91	0	0	0	0	0	2.42	0
ENSG00000279146	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279147	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279148	0.02	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279149	0	0	0	0	0	0	0	0	0	6.87	0	0
ENSG00000279151	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279152	0.03	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279153	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279154	0	0	0	0	0	0.17	0	0	0	0	0	0
ENSG00000279155	0	0	0	0	0	0	0	0.19	0	0	0	0
ENSG00000279156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279157	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279159	0.05	0	0.03	1.36	11.15	0	0	1.32	0.05	1.01	0.02	0
ENSG00000279160	0	0	0	0	0	0	0	0	0	3.2	0	0
ENSG00000279161	2.49	0	0	11.07	307.07	4.85	12.25	1.58	6.36	22.23	0.91	0.67
ENSG00000279162	0	0	0	0	27.64	0	0	0	0	0	0	0
ENSG00000279163	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279164	0	0	0	0	5.94	0	0	0	0	0	0	0
ENSG00000279165	0	0	10.55	18.77	31.16	0	0	37.78	5.28	0	0	0
ENSG00000279166	0	0	0.16	0	0	0	0	0	0	5.26	0	0
ENSG00000279167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279168	0.02	0	0.43	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	15.03	0	0	0	0	0	0	0
TSTD3	0	0	0	0	145.24	0	0	18.52	8.52	13.97	8.29	0
ENSG00000279171	0	0	0	0	0	0	0	0	0.14	0	0	0
ENSG00000279172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279174	0	0	0	0	0	0	0	0	0	1.48	0	0
ENSG00000279175	1.11	0	43.91	23.8	9.65	0.01	0	0	0	1.98	0	0
ENSG00000279176	0	0	0	0	0	0	0	0	0.04	0	0	0
CTBP2P9_ENSG00000279177	0	0	0	0	0	0	25.06	0	0	0	0	0
ENSG00000279179	0	0	0	0	158.7	0	0	0	0	2.23	0	0
ENSG00000279180	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279181	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279186	0	0	21.49	0	30.8	0	0	0	0	0.73	0	0
ENSG00000279187	0	0	0	0	0	0	0	0	0	5.98	0	0
ENSG00000279189	0	0	0	5.2	33.76	0	4.08	1.31	0	0	0	0.03
ENSG00000279190	0	0	0	0	0	0	0	25.59	0	0	0	0
PWAR5_ENSG00000279192	0	0	0	0	0	0	0	0	0	0	0.2	0
ENSG00000279193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279196	0	0	0	0	5.15	0	0	0	0	2.37	0	0
ENSG00000279197	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279198	0	0	0	0	0	3.52	0.75	0	0	0	0	0
ENSG00000279199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279200	0	0	0	0	17	0	0	0	0	0	0	0
ENSG00000279201	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279202	0	0	0	0	0	0	47.06	0	0	0	0	0
ENSG00000279203	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279204	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279205	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279207	0	0	21.08	0	0	0	0	2.82	0	2.98	0	0
ENSG00000279208	0	0	0	0	58.71	0	0	0	0.08	0	0	0
ENSG00000279209	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279212	0	0	0	0	11.79	0	0	0	0	0	0	0
SNX18P10_ENSG00000279213	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279214	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279217	0	0	0	0	0	0	0	0	0.23	0.61	0	0
ENSG00000279218	0	0	0	0	0	0	0	0.06	0.02	0	0	0
GPR1-AS	0	0	0	0	0	0	0	0	0.02	12.76	0	0
ENSG00000279221	0	0	0	0	0	0	0	0	0	3.59	0	0
ENSG00000279222	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279225	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279228	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279231	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279232	0	0	0	0	0	0	0	0	0	9.1	0	0
ENSG00000279233	0	0	0	0	30.11	0	0	0	0	0	0	0
ENSG00000279235	0	0	0	0	0	0	0	0	0	0	6.93	0
ENSG00000279236	0	0	0	138.02	0	0	13.28	0	0	0	0	16.88
ENSG00000279237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279239	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279240	0	0	0	0	0	0	0	0	0	0	0	0
LINC02736	0	0	0	0	0	0	0	0	0.05	0	0	0
FAM223A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279246	0	0	0	0	0	0	0	0	0	0	0	3.3
ENSG00000279248	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279249	0	0	0	0	8.41	0.94	0	0.02	0.05	12.86	0	8.8
ENSG00000279250	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279251	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279253	0	0	0	0	0	7.23	0	0	0	3.05	0	23.87
ENSG00000279254	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279255	0	0	65.7	0	1	0	0	0	0	0	0	0
ENSG00000279256	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279259	0	0	0	0	23.99	0	0	0	0	0	0	0
AL360294.1	0	0	40.45	0	0	0	9.43	0	0	0	0	0
ENSG00000279262	0	0	0	0	0	0	0	0	0	0	0	0
OR2L8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279264	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279265	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279266	0	0	0	0	16.69	0	0	0	0	1.39	0	0
ENSG00000279267	0	0	0	0	0	0	0	0	0	3.47	0	0
ENSG00000279268	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279269	0	0	0	0	0	0	0	0	0	0	0	0
OR52R1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279273	0	0	0	0	0	0	0	0	0	0.97	0	0
ENSG00000279274	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279276	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279277	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279278	0	0	0	0	7.9	0.01	0.05	0	0.92	1.32	0	0.69
ENSG00000279281	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279284	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279285	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279286	0	0	38.46	0	37.43	6.43	0	4.82	0	0	0	5.93
ENSG00000279288	0	0	0	0	0	0	0	0.06	0	0	0	0
ENSG00000279289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279294	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279295	0	0	0	0	0	0	0	0	0	0	0	0
PRAL_ENSG00000279296	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279297	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279298	0	0	0	0	0	0	0	0	0.51	0	0	0
ENSG00000279299	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279300	0	0	0	0	0	0	72.7	0	0	0	0	0
OR2T11	0	0	0	0	0	0	0	4.51	0	6.27	0	0
ENSG00000279302	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279303	0	0	21.49	0	30.8	0	0	0	0	0.73	0	0
ENSG00000279304	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279305	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279306	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF2P1_ENSG00000279307	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279310	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279311	0	0	0.23	0	34.22	0	0	0	0	0	0	0
ENSG00000279314	0	0	0	0	0	0	0	0	0	1.01	0	0
ENSG00000279315	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279317	0.02	0	0	0	72.27	0	13.01	0	0	7.24	0	0
ENSG00000279319	3.44	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279321	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279322	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279324	0	0	0	0.48	15.03	0	0	0	0	0	0	0
ENSG00000279325	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279326	0	0	0	0	22.51	0	0	0	0	0	0	0
ENSG00000279328	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279329	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279330	0	0	0	0	0	0	0	0	0	0	0	0
RBM12B-AS1_ENSG00000279331	0	0	0	0	0	0	0	0	0	0	3.8	0
ENSG00000279332	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279333	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279334	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279337	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279339	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279340	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279341	0	0	0	0	0	7.51	0	0	0	0	0	0
ENSG00000279342	0	0	0	0	53.57	0	0	0	0	0	0	0
ENSG00000279343	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279344	0	0	0	0	51.76	2.7	0	0	0.02	0	0	0
ENSG00000279345	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279347	0	0	0	0	0	0	0	0.08	0.03	0	0	0
ENSG00000279348	3.66	0	0	0	0	0	0	0	0	4.57	0	0
ENSG00000279349	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279352	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279354	0	0	0	0	0	0	0	158.76	0	0	0	0
ENSG00000279356	0	0	0	0	23.5	0	0	0	0	0	0	0
ENSG00000279357	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279358	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279359	0	0	0	0	1.4	0	0	0	0	4.81	0	0
ENSG00000279360	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279361	0	0	0	0	49.11	0	0	0	0	0	0	0
ENSG00000279364	0	16.97	0	0	0	0	0	0	0	0	0	5.18
ENSG00000279365	0.08	0	10.61	0	0	0	0	0	0	0	0	0
ENSG00000279366	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279367	0	0	0	0	14.73	0	0	0	0	0	0	0
ENSG00000279368	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279369	6.31	0	0	0	19.37	0	2.99	0	0	0	0	0
ENSG00000279370	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279372	0	0	0	0	0	0	0	0	0	0	0	14.27
ENSG00000279373	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279375	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279376	0	0	0	0	0	4.64	0	0	0	3.24	0	0
ENSG00000279377	0	0	0	0	0	0	7.36	0	0	0	0	0
ENSG00000279378	0	0	0	0	0	0	0	0	0	22.89	0	0
ENSG00000279379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279382	0	0	0	0	0	0	0	136.39	0	23.24	0	0
ENSG00000279384	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279386	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279387	0	0	0	0	13.63	0	0	0	0	0	0	0
ENSG00000279388	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279390	0	0	2.8	0	0	0	0	0	0	3.56	0	0
ENSG00000279391	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279392	0.09	0	0	0	95.71	0	0	0	0	0	0	0
ENSG00000279393	0	0	0	0.25	0	18.32	0	0	0	0	0	0
ENSG00000279394	0	0	0	0	0	0	0	0	0	0	0	0
OR5L1	0	0	0	0	0	0	0	0	0	92.97	0	0
ENSG00000279397	0	0	0	0	0	0	0	0	194.25	0	0	0
ENSG00000279398	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279399	0	0	0	0	0	0	0	0	0	0	24.21	0
ENSG00000279401	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279403	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279404	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279405	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279406	0	0	24.36	0	1.02	0	7.63	0	0	2.69	0	0
ENSG00000279407	0.4	0	0	0	11.26	0	0	3.64	3.99	0	0	0
AC135068.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279409	0	0	0	0	0	0	0	9.61	0	0	0	0
ENSG00000279410	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279411	0	0	16.58	59.71	0	0	0	0	3.45	0	0	0
ENSG00000279412	0	0	0	0	0	0	0	0	0	2.43	0	0
CDRT15P9_ENSG00000279414	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279415	0	0	0	0	0	0	12.08	0	0.12	0	0	0
ENSG00000279416	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279417	0	0	0	0	0	0	0	0	0.02	0	0	0
LINC00244	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279419	0	0	0	0	56.51	0	11.62	0	0	0	0	0
ENSG00000279420	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279421	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279422	0	0	0	0	305.23	0	0	0	0	0	0	0
ENSG00000279423	0	0	0	0	0	0	0	0	0.1	0	0	0
ENSG00000279425	0	0	237.6	0.2	0	2.59	0	0	0	0	4.08	0
ENSG00000279426	0	0	0	0	0	0	0	0	0	119.15	0	0
ENSG00000279427	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279428	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279429	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279430	0	0	0	0	0	0	0	0	19.72	0	0	0
ENSG00000279431	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279432	0.17	0	0	0	0	0	0	0.04	0	0	0	0
ENSG00000279433	0.02	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279434	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279437	0	0	0	0	0	0	0	0.04	0	0.08	0	0
ENSG00000279438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279440	0.14	0	0	0	13.43	6.9	0	0	0.1	2.05	0.43	0
ENSG00000279441	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279442	0	0	0	0	14.81	0.01	0	0	0	3.06	0	0
ENSG00000279443	3.92	0	0	0	0	0	0	0	0.02	0	0	0
ENSG00000279444	0	0	0	0	0	0	0	0	0	0	0	0
OR4N3BP_ENSG00000279445	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279446	0	0	0	0	18.39	0	0	0	1.64	0	0	0
ENSG00000279447	0	0	0	0	0	0	0	0	0	0	0	0
