GeneSymbol	D3_INT_EPI_GL_C	D3_ISO2_EPI_1	D3_ISO2_EPI_2
RAB3D	3.87	2.42	3.19
DBP	0.67	0.46	0.28
TMEM205	5.95	3.11	2.91
CAPS	0.7	1.1	1.38
PLPPR2	3.29	3.26	2.63
FAM83E	9.63	10.18	12.2
RASIP1	0	0.04	0
THEG	0	0	0
FGF21	0	0	0
BCAT2	1.41	0.96	1.03
MIER2	3.41	2.02	4.91
PLEKHA4	0	0.13	0
PPP2R1A	26.47	29.55	29.91
TNPO2	4.28	4.42	5.67
WDR83OS	3.72	4.27	3.17
CACNG7	0.01	0	0
GCDH	3.37	0.65	0.59
LILRB5	0	0	0
KLF1	0	0	0
DNASE2	1.59	2.54	3.24
MAST1	0	0.02	0
LENG1	1.19	1.04	1.31
PRPF31	3.41	3.29	4.71
TFPT	2.6	3.97	3.47
JAK3	0.09	0.14	0.11
RPL18A	159	146.12	109.35
SLC5A5	0.01	0	0.01
KCNN1	0.01	0	0
ARRDC2	1.17	0.93	1.59
PIK3R2	6.71	5.09	3.01
RAB3A	0.84	0.81	1.15
PDE4C	0	0	1.05
ISYNA1	1.46	0.89	1.56
ELL	2.64	2.8	3.35
CRTC1	1.15	1.22	1.01
COMP	0	0	0
UPK1A	0	0	0.02
COPE	41.43	39.39	36.58
DDX49	3.85	3.4	3.35
ETV2	0.29	0.29	0.03
ATP4A	0	0	0
ARMC6	1.36	1.1	0.64
TMEM147	6.87	2.23	2.48
GAPDHS	0	0	0
ELOCP28_ENSG00000105694	0	0	0
MAG	0	0	0
TMEM59L	0	0	0
HAMP	0	0	0
USF2	13.8	18.51	19.48
LSR	82.91	111.83	116.78
KXD1	10.04	9.68	7.32
FKBP8	47.21	60.32	56.1
SUGP1	1.87	4.89	2.68
HPN	0	0	0
ZNF14	0.06	0.08	0.26
SCN1B	0	0	0
PBX4	0.54	0.35	1.68
ERF	4.25	3.43	6.61
GSK3A	10.35	12.22	12.42
ATP13A1	6.18	6.15	5.66
ZNF574	1.1	1.04	0.91
GRIK5	0	0	0
SIPA1L3	15.43	26.15	20.6
ZNF85	0.05	0.28	0
ETHE1	34.16	17.46	10.15
CADM4	0.5	0.95	0.48
SMG9	2.71	3.84	1.81
AVL9	7.36	6.95	7.21
RUNDC3B	0.39	1.09	1.32
CFAP69	0.91	0.83	0.25
GTPBP10	1.16	1.3	2.87
RASA4	3.28	3.96	4.99
CDK6	2.43	1.95	1.39
PMPCB	10.69	8.7	9.18
DNAJC2	2.46	2.53	3.31
TFPI2	0.82	0.16	0.1
BET1	1.39	3.29	1.47
NAMPT	23.69	29.19	30.27
TWISTNB	0.95	1.19	0.35
PIK3CG	0	0.01	0.01
PON3	0	0.26	0.05
PON2	17.83	19.83	19.94
ITGB8	2.94	8.08	8.11
HBP1	21.63	19.89	19.24
DUS4L	0.32	0.16	0.49
SP4	0	0.03	0.32
WDR91	0	0.02	0.04
DNAH11	0	0	0
CBLL1	2.02	2.76	4.71
DLX5	0	0	0
MTPN	10.66	10.64	10.79
STEAP1B	0	0.06	0
PTN	0	0	0
MPP6	1.36	1.11	1.57
GSDME	20.04	20.05	23.09
ATP6V0A4	0	0.06	0
ZC3HAV1	4.09	4.02	3.4
TTC26	0.12	0.13	0.01
OGDH	62.02	36.33	30.93
NPVF	0	0	0
ADAP1	19.65	24.4	29.82
TFEC	0.19	0.09	0.22
H2AFV	4.48	4.85	4.04
CAV2	28.02	38.05	35.32
CAV1	11.04	16.38	11.18
MET	10.13	13.72	13.72
RNF32	0.2	0	0.03
LMBR1	2.76	2.58	3.33
NHP2P1_ENSG00000105988	0	0	0
WNT2	0	0	0
HOXA1	0.25	1.35	1.56
DNAJB6	29.86	33.81	33.26
HOXA2	0.01	0.04	0.18
HOXA3	0.51	0.78	0.89
LFNG	0.65	0.44	0.7
HOXA5	0.42	0.65	1.19
HOXA6	0.36	1.03	0.85
BRAT1	1.01	0.6	0.55
IQCE	10.68	12.53	12.34
ANKRD7	0	0	0
VIPR2	0	0	0
TSPAN12	1.87	3.28	2.78
SSBP1	21.97	14.91	14.55
HOXA13	2.75	3.61	3.9
CPED1	0	0	0
EVX1	0.36	0.35	0.26
HIBADH	7.52	8.41	7.47
TAX1BP1	26.7	28	29.19
CPVL	0.23	0.28	0.8
CHN2	1.5	2.41	5.63
GRB10	2.06	4.66	2.87
ABHD11	14.17	10.62	9.69
COBL	8.8	12.37	12.23
FKBP14	0.1	0.21	0.49
PLEKHA8	2.04	1.67	1.54
STX1A	0.73	2.06	1.4
NOD1	0.34	0.25	0.15
GARS	9.9	15.16	13.44
CRHR2	0	0	0
EPHB6	5.71	3.56	5.74
MINDY4	0.09	0.09	0.21
GHRHR	0	0	0
NSUN5P2_ENSG00000106133	0	0	0
CASP2	2.97	3.04	3.04
CHCHD2	50.06	35.2	33.28
CCL24	1.85	1.68	1.44
HSPB1	137.35	109.43	119.11
NPTX2	0.19	0.58	0.33
PDAP1	22.92	18.74	17.13
BUD31	13.73	19.4	14.91
PTCD1	0.69	0.68	0.45
CYP3A5	49.55	35.67	42.74
ZKSCAN1	11.73	10.2	8.18
EIF3B	14.48	9.12	9.06
SNX8	6.79	6.58	7.12
NUDT1	0.69	1.25	0.74
PTPRZ1	0	0	0
TAF6	2.73	2.49	1.88
WASL	16.91	18.68	19.35
HYAL4	0	0	0
SPAM1	0.09	0	0
AIMP2	1.94	0.88	1.28
TFR2	0	0.24	0
FSCN3	0	0	0
MOSPD3	3.2	3.73	2.97
PAX4	0	0	0
PCOLCE	0.37	0.8	0.21
FBXO24	0.12	0	0.17
PPP1R17	0	0	0
RBM28	2.01	0.67	1.32
USP42	0.57	0.72	1.09
IMPDH1	7.45	5.5	5.41
AGFG2	2.19	1.03	1.15
LSM5	0.86	1.18	1.12
SERPINE1	3.03	3.59	4.23
AP1S1	31.81	24.37	17.06
MOGAT3	4.46	6.48	6.9
C1GALT1	10.79	13.51	14.25
PLOD3	6.87	8.87	10.73
RPA3	1.63	1.35	2.55
ZNHIT1	18.97	16.95	18.68
CLDN15	0.19	0	0.05
NOBOX	0	0	0
GLCCI1	1.2	1.61	0.62
MYL10	0	0	0
PHF14	1.32	2.43	1.5
NRF1	0.66	0.96	1.1
TMEM106B	32.35	37.75	41.92
EZH2	0.56	0.81	0.95
CEP41	0.37	0.5	0.68
ZNF862	0.25	0.41	1.14
SFRP4	0	0	0
MEST	2.77	0.73	2.06
MEOX2	0	0	0
ANKMY2	2.21	2.34	2.14
ACTR3C	0.63	0.55	1.11
POU6F2	0	0	0
TSPAN13	7.42	8.27	8.95
RARRES2	0.96	3.72	4.1
ENSG00000106540	0.27	0.07	0.06
AGR2	158.66	314.64	253.17
AHR	9.89	11.95	17.32
CHCHD3	11.2	9.13	7.33
GIMAP2	0.57	1.18	0.58
TMEM176B	10.06	37.27	30.2
GLI3	0	0	0
PSMA2	4.21	5.24	3.49
MRPL32	6.26	2.74	2.84
COA1	0.83	1.5	0.37
BLVRA	4.27	4.81	4.05
URGCP	6.2	8.73	12.55
TMEM248	13.01	15.92	9.53
STAG3L4_ENSG00000106610	0	0	0.27
RHEB	8.54	14.37	13.78
PRKAG2	8.65	21.41	21.24
AEBP1	0.06	0.01	0.01
POLD2	3.25	0.91	0.99
MYL7	0	0	0
GCK	0	0	0
BCL7B	12.45	14.29	15.04
YKT6	11.37	12.7	12.87
TBL2	3.54	2.76	3.61
GALNTL5	0	0	0
CLIP2	28.01	18.9	19.8
EIF4H	42.96	37.99	42.25
LIMK1	2.01	1.85	1.34
SPATA6L	0.32	0.19	0.7
SLC1A1	36.12	40.97	44.83
LHX2	0	0	0
FKTN	0.71	0.28	0.38
FSD1L	0.39	0.44	0.37
CNTNAP3	0	0	0
SPIN1	5.04	5.4	6.72
NMRK1	1.39	1.65	2.45
TMEM245	6.16	7.04	7.02
PRUNE2	0.29	0.27	0.29
MEGF9	3.74	4.27	4.28
TRIM14	9.36	15.83	13.6
CORO2A	20.22	28.13	27.48
TGFBR1	1.24	3.75	2.62
SEC61B	14.25	9.78	5.53
C5	0.14	0.27	0.4
OGN	0	0	0
ASPN	0	0	0
ECM2	0.24	0	0
TLE4	2.64	2.39	2.2
LHX6	0.01	0	0
PTGR1	125.75	34.36	41.06
SUSD1	8.33	8.89	10.35
AMBP	0	0	0
AKNA	0.37	0.67	0.48
TNFSF8	0	0	0
DNM1	0.02	0.1	0.17
ENG	0.01	0.08	0.17
AK1	70.58	51.33	35.86
CDC37L1	5.06	5	5.99
RLN2	0	0	0
RLN1	0	0	0
PLGRKT	8.08	6.27	6
TBC1D13	3.76	4.03	5.25
RIC1	4.46	4.5	3.43
KDM4C	5.82	8.8	10.78
DOCK8	0.19	0.14	0.15
KANK1	1.22	2.39	2.16
ELAVL2	0	0	0
NCS1	0.29	0.41	0.43
TESK1	5.45	6.64	6.23
KCNT1	0	0	0
CA9	0.11	15.18	19.3
FUBP3	9.57	8.13	13.74
TYRP1	0	0	0
CREB3	5.88	8.7	7.92
RGP1	4.91	5.46	5.85
MPDZ	0	0	0
LHX3	0	0	0
DDX58	1.18	1.29	1.86
EDF1	114.32	116.39	95.77
PIP5K1B	10.63	8.91	8.33
GLIS3	3.27	3.65	3.08
BAG1	23.92	18.31	18.57
RAPGEF1	8	7.4	8.74
NPDC1	13.36	8.46	6.41
APBA1	3.16	2.57	2.57
SETX	5	7.73	7.87
SH3GL2	0.53	0.01	0.1
PTGDS	0	0.09	0.18
ABCA2	8.21	8.22	6.26
SHB	2.34	3.14	3.28
UBE2R2	6.44	8.96	10.12
ABHD17B	4.37	2.48	1.4
EXOSC3	3.47	1.04	2.28
ZFAND5	24.77	25.39	28.84
DVL1	7.01	6.65	5.08
PDLIM1	43.04	72.72	81.81
CCNJ	0.19	0.32	0.15
DNTT	0	0	0
GATA3	0	0.01	0
ATRNL1	0	0	0
HPS1	19.42	22.93	20.87
PHYH	11.66	11.83	12.76
RASSF4	3.91	4.46	4.93
DNMBP	4.84	6.59	5.97
RAB11FIP2	0.41	0.69	1.79
CXCL12	0	0	0
ERLIN1	5.88	7.89	6.98
EIF3A	22.85	19.96	21.13
PKD2L1	0	0.11	0.1
CUBN	0	0.36	0
TRDMT1	0.15	0.03	0.01
DDX50	1.08	1.66	1.35
MAPK8	7.14	7.74	11.98
SEC23IP	5.49	5.13	4.99
ATE1	4.13	3.95	4.42
NSMCE4A	5.86	4.99	6.7
PLEKHA1	14.11	16.05	23.72
PALD1	0.13	0.05	0.14
UNC5B	6.1	7.91	6.83
CDH23	0	0.31	0.1
VSIR	12.75	16.05	15.31
SPOCK2	72.47	169.53	176.11
MICU1	9	18.09	15.4
PPP3CB	2.06	2.65	3.64
CCSER2	7.22	12.7	13
BMPR1A	1.61	2.28	3.18
MINPP1	1.17	2.29	2.12
ACTA2	1.91	1.26	0.82
LIPA	6.24	9.79	10.29
TLX1	0	0	0
TWNK	1.13	0.06	0.12
LZTS2	2.08	2.9	4.43
SFXN3	4.73	5.81	7.43
KAZALD1	0.03	0.11	0
FBXW4	3.07	6	6.36
FGF8	0	0	0
NPM3	0	0.34	0
TNKS2	2.42	3.86	3.49
PITX3	0	0	0
GBF1	44.71	50.44	56.8
ARHGAP21	15.89	20.42	16.32
CPEB3	0.14	0.2	0.29
FBXL15	0.39	0.55	0.89
CUEDC2	1.79	1.26	1.16
SUFU	0.42	0.8	0.79
ANKRD26	1.32	1.59	2.27
ACBD5	13.33	13.98	12.14
LHPP	2.94	2.52	2.38
LARP4B	13.58	20.29	22.83
GTPBP4	7	3.57	4.25
EDRF1	1.31	0.59	0.8
BCCIP	3.53	1.83	2.59
MTPAP	0.65	1.07	0.42
NEURL1	0.01	0	0
SH3PXD2A	22.08	17.55	16.74
PITRM1	31.02	25.28	22.82
STN1	11.18	15.93	12.73
MAP3K8	0.54	2.22	0.73
DKK1	12.62	29.84	24.29
EBF3	0	0	0
GLRX3	6.63	4.67	4.14
SORCS1	0	0	0
TASOR2	2.2	2.04	2.73
XPNPEP1	14.5	22.81	18.44
SMC3	3.09	4.54	4.86
SHOC2	13.63	20.26	17.46
TFAM	1.26	1.44	0.65
CCDC6	5.67	7.04	7.45
CUL2	3.17	3.2	2.47
CCNY	7.52	13.61	12.91
UBE2S	1.38	0.97	0.45
RPL28	185.31	165.92	158.62
ZMIZ1	7.32	11.55	8.52
DNAJC12	0.08	0	0
PPIF	4.22	0.89	1.63
PBLD	16.7	17.79	18.53
TSPAN14	11.56	11.46	12.09
LGI1	0	0	0
TBC1D12	1.15	1.31	1.36
CYP2C18	0.27	0	0.13
KRT23	0.35	1.37	1.85
CRYBA1	0	0	0
NUFIP2	14.75	17.24	13.58
GIT1	6.75	4.58	6.39
RPL19	314.67	195.11	179.24
FBXL20	0.88	1.85	1.83
RUNDC3A	0	0.07	0.11
UBTF	16.37	16.28	18.95
CSF3	0	0	0
PSMD3	12.01	8.68	9.07
CASC3	7.14	6.08	7.13
RAPGEFL1	10.7	9.34	11.28
RGS9	1.11	1.22	0.77
RNF43	6.45	4.91	4.47
WNT3	0.12	0.58	0.62
ASPA	0	0	0
RAD51C	0.71	0.07	0.36
SEPTIN4	0	0	0.01
MTMR4	2.98	3.03	4.48
TRIM37	1.15	2.1	1.5
P2RX1	0	0	0
DHX40	1.72	1.02	1.78
KRT37	0	0	0
TUBD1	0.39	0.1	0.32
KPNB1	44.58	50.66	57.75
GOSR2	3.01	2.28	3.65
PNPO	2.69	2.83	3.75
TVP23BP2_ENSG00000108442	0	0	0
RPS6KB1	1.81	2.96	2.57
TRIM16L	1.63	0.68	0.55
ZNF29P_ENSG00000108452	0	0	0
CDK5RAP3	9.69	20.39	28.58
CBX1	5.52	12.89	13.66
RECQL5	3.82	6.8	8.49
PIGL	1.37	3.02	2.99
GALK1	0.69	1.54	1.58
INTS2	0.61	0.58	0.76
CAMTA2	8.85	9.51	6.6
MED13	6.76	7.89	7.08
HOXB6	6.3	5.2	7.82
ENO3	0.11	0.28	0.2
ENSG00000108516	0	0	0
PFN1	240.04	190.32	186.09
RNF167	17.75	13.27	13.96
SLC25A11	3.92	2.11	1.9
RASD1	0	0	0
CHRNE	0	0.05	0.15
RAI1	3.15	4.3	3.66
NUP88	3.79	7.41	3.66
C1QBP	26.53	4.81	5.01
SLC6A4	0.19	0	0.01
BLMH	0.7	0.58	0.62
CPD	60.09	70.91	68.23
GOSR1	3.01	8.57	5.7
CCDC47	37.66	40.46	35.46
MED31	1.43	2.98	3.4
DRG2	2.39	1.7	1.82
FTSJ3	1.95	2.98	2.11
AKAP10	3.8	3.48	2.48
ALDH3A1	295.11	21.01	20.44
SMARCD2	11.08	11.35	11.37
ICAM2	1.88	0.98	0.72
SYNGR2	44.77	44.98	42.55
B9D1	0.93	0.09	0.02
UTP6	1.46	2.44	3.61
DDX5	75.84	122.84	146.17
C17orf75	1.21	0.52	1.3
CYTH1	6.2	7.3	7.98
PSMD11	15.97	10.21	8.65
LGALS3BP	218.82	286.12	258.49
ASIC2	0	0	0.02
CCL7	0	0	0
CCL2	0.96	5.89	7.23
CCL8	0	0	0
CCL1	0	0	0
PEX12	0.21	0.02	0.12
KRT32	0	0	0
DHX58	0.25	0.5	0.52
KAT2A	0.37	0.87	0.52
RAB5C	82.97	81.56	72.34
NAGLU	2.84	1.77	1.92
HSD17B1P1_ENSG00000108785	0	0	0
HSD17B1	0.09	0.16	0.71
MLX	15.15	20.67	18.31
CNTNAP1	0	0.04	0.09
ABI3	0	0	0
EZH1	2.14	2.43	3.83
DLX4	0	0	0
PPP1R9B	2.06	1.19	1.33
COL1A1	0	0.04	0.5
SGCA	0	0	0
PTGES3L-AARSD1_ENSG00000108825	0.5	0.49	0.36
MRPL27	7.65	6.04	3.97
VAT1	15.14	15.05	14.76
LRRC59	19.55	25.56	23.1
RND2	0	0.03	0.1
ALOX12	0	0	0.1
HDAC5	0.87	2.52	1.7
ABCC3	67.81	56.84	54.02
LUC7L3	14.14	11.21	18.25
PPY	0	0	0
MPP2	0	0	0
SMURF2	4.06	5.26	4.37
DUSP3	10.71	12.6	12.91
CACNG1	0	0	0
EFTUD2	2.83	6	3.95
HLF	0	0	0
SLC16A6	0.01	0	0
PRKAR1A	74.27	71.78	78.22
EFNB3	0	0	0
FAM20A	0.09	0.24	0.04
YWHAE	147.97	144.58	132.63
ENSG00000108958	0	0	0.1
MMD	0.63	1.04	0.39
RANGRF	0.18	0.13	0.16
DPH1	0.45	0.48	0.47
MAP2K6	0.63	0.39	0.94
DHRS7B	6.68	3.99	2.24
WSB1	15.31	7.95	7.91
RCVRN	0	0	0
MYH1	0	0	0
SLC9A3R1	86.53	101.52	114.92
MYH3	0	0	0
NAT9	2.75	2.15	1.66
TMEM104	1.16	1.76	1.41
VTN	0.48	0.39	0.15
TNFAIP1	3.65	4.67	5.1
IFT20	4.55	4.61	4.8
TMEM97	1.64	3.44	2.8
CDR2L	3.3	3.74	3.33
PMP22	0.69	6.08	5.3
FOXN1	0	0	0.02
UNC119	4.69	4.68	5.99
ALDOC	15.27	37.52	42.12
SUPT6H	7.72	7.31	7.3
RAB34	0	0	0.04
PHF12	2.84	3.77	4.87
PHOX2B	0	0	0
TMEM33	9.54	7.19	5.64
GABRA4	0	0	0
GNRHR	0	0	0
SLAIN2	12.17	11.76	14.82
OCIAD1	40.06	42.51	35.03
UGT2B10	0.12	0.02	0.02
CWH43	0	0	0
DCUN1D4	4.37	5.76	4.58
USP46	1.66	2.39	1.48
SULT1E1	0.07	0	0
ODAM	0.54	0.26	0.42
SMR3A	0	0	0
CHIC2	2.62	2.25	4.85
NMU	0.12	1.53	1.35
KIAA1211	5.8	6.59	7.14
LAMTOR3	8.62	6.95	8.36
PF4V1	0	0	0
NFKB1	3.24	5.45	4.61
AREG	29.78	39.29	39.23
MANBA	2.28	3.36	2.92
UBE2D3	55.98	92.27	63.01
MAPK10	0	0	0.01
ELF2	1.51	2.07	2.03
NDUFC1	13.8	7.49	9.34
UCP1	0	0	0
TBC1D9	0.51	0.25	0.17
ZNF330	1.92	1.59	1.82
INPP4B	10.71	23.06	24.82
GAB1	4.74	8.61	7.84
KLHL2	2.93	2	2.59
IL2	0	0.07	0.02
CPE	1.79	3.52	2.83
RPL34	74.96	58.78	56.23
WFS1	5.06	1.47	2.52
ANXA10	81.34	41.57	44.31
GRPEL1	6.12	6.24	4.57
GAR1	0.38	0.51	0.27
FRG1	3.9	5.38	7.4
CLCN3	22.01	20.5	15.44
AADAT	0.2	0.12	0.33
GALNT7	14.91	17.15	19.11
DHX15	9.18	7.17	8.24
SOD3	1.58	2.1	2.72
SEPSECS	1.19	1.74	1.26
CPZ	0	0.06	0
TRIM2	7.61	13.85	13.58
SLC2A9	0.62	2.71	2.5
FBXW7	11.5	8.17	10.67
NEIL3	0.09	0.12	0.14
TBC1D19	0.04	0	0.47
CLNK	0	0	0
NSD2	6.42	3.99	5.65
SH3D19	36.45	44.51	48.25
STIM2	3.38	2.11	2.26
NKX3-2	0	0	0
MFSD10	9.76	7.74	6.53
GLRB	0	0.17	0
BST1	0.94	1.39	0.66
RAPGEF2	14.53	20.8	19.77
HGFAC	0	0	0
SNX25	2.48	3.54	4.11
LRP2BP	0.02	0.03	0.12
UFSP2	1.48	1.55	2.35
KLF3	10.43	16.03	14.22
KLHL5	1.83	2.83	2.97
FAM149A	0.11	0.4	1.06
NCAPG	0.02	0	0.07
UGDH	64.51	33.1	27.06
PPARGC1A	1.38	2.56	1.42
DDX25	0	0	0
CRYAB	0	0	0
DBX1	0	0	0
HTATIP2	39.28	25.85	28.07
CTSC	9.44	9.91	8.98
CCDC34	0.47	0.55	0.77
ZBTB16	0.04	0	0.01
ELP4	1.42	2.09	2.26
ZPR1	4.11	5.18	5.06
MTCH2	12.15	5.07	7.5
FNBP4	3.21	3.96	4.91
TECTA	0	0	0
SC5D	21.76	47.48	45.84
CRTAM	0.02	0	0
JHY	0.31	0.26	0.85
B3GAT1	0	0	0
HSPA8	141.86	144.05	136.78
P2RX3	0	0	0
VWA5A	2.63	2.99	2.8
DNAJC4	4.06	4.41	5.19
SIAE	18.46	22.49	21.11
SNX15	2.04	1.4	1.56
LPXN	0.13	0.07	0.26
DTX4	9.26	11.13	11.65
ATG2A	1.4	1.79	1.57
EHD1	40.83	49.88	41.09
OSBP	7.42	6.78	6.15
UNC93B1	12.54	13.08	19.2
PUS3	1.4	1.06	1.22
DCPS	0.32	0.7	0.44
KMT5B	9.46	12.49	11.05
FOXRED1	1.63	0.48	0.62
PPP6R3	18.42	20.28	27.65
NRXN2	0.01	0.01	0
MS4A6A	0	0	0
MS4A4A	0	0	0
ST3GAL4	50.59	76.31	73.43
CPT1A	41	10.81	6.94
CCND1	27.58	18.25	23.66
CCDC86	0.54	0.68	0.31
PRPF19	3.34	1.45	2.96
TMEM109	0.42	0.56	0.96
CCKBR	0	0	0
HPX	0.17	0.21	0.03
TRIM3	6.66	2.21	3.88
CHORDC1	2.43	0.77	2.65
FOLR1	0.53	1.13	1.26
ANAPC15	8.74	7.06	6.86
FOLR3	0	0	0
PANX1	2.02	1.94	1.35
ARHGEF17	0.32	0.78	0.86
APOA5	0	0	0
APOA4	0.09	0	0.02
APOC3	0	0	0
CEP164	0.45	2.75	0.91
RNF141	9.94	10.14	11.51
CEP126	0.09	0.29	0.48
EIF4G2	140.27	200.79	197.35
IL10RA	0.01	0.96	0.03
GALNT18	1.43	3.82	3.77
BIRC2	12.92	14.06	13.13
UBE4A	6.76	7.31	6.72
DDX6	13.44	16.12	17.12
UPK2	0.42	0.39	0
CBL	1.45	2.09	1.56
NECTIN1	1.69	1.83	1.59
HIPK3	9.77	12.75	11.64
KIAA1549L	0.61	1.83	1.56
FBXO3	10.47	11.52	11.27
PDHX	5.45	2.65	2.83
SLC1A2	0	0	0.01
COMMD9	7.42	4.68	7.34
SLC15A3	0	0.25	0.03
CD5	0	0.01	0.05
ACCS	0.5	0.53	0.94
SCGB2A2	0	0	0
MDK	21.98	24.12	21.14
AMBRA1	2.49	2.4	2.76
MADD	8.81	12.56	11.88
PTPMT1	3.06	3.27	2.03
NAA40	2.57	3.3	1.13
CARS	13.47	13.73	14.99
SLC22A18	47.66	52.68	47.06
CD81	28.79	36.76	39.05
SLC35F2	0.92	0.24	0.45
C11orf21	0	0	0
ELMOD1	0	0	0
CALCA	0	0	0
SOX6	2.06	3.01	1.31
C11orf58	17	21.74	16.33
PITPNM1	54.58	57.42	73.66
RPS13	50.2	49.77	50.63
AIP	4.76	4.25	4.05
NUP98	4.84	4.37	5.84
NDUFS8	25.06	10.81	7.6
TCIRG1	22.53	27.85	30.65
CHKA	56.57	76.73	74.26
EXPH5	0.34	0.44	0.36
HPS5	1.28	1.74	2.28
GTF2H1	4.84	5.24	5.4
POU2AF1	0	0	0.01
PTPN5	0	0	0
VWF	0	0	0
PSMD9	6.45	4.88	5.11
P3H3	0.06	0.4	0.36
PPFIBP1	6.72	5.4	5.36
PRPF40B	0.58	1.87	0.15
CD69	0	0	0
PRDM4	3.11	3.46	4.08
CLEC2B	0	0	0
COQ5	9.49	8.17	6.83
SELPLG	0	0.02	0.04
CORO1C	33.82	31.19	37.73
ASIC1	0.12	0.06	0.04
DAO	0	0	0
CAPRIN2	2.32	1.77	3.58
TSPAN11	0.01	0	0.02
KCTD10	14.36	12.49	8.62
SLC11A2	76.83	55.24	58.1
MLEC	21.41	22.13	21.76
MVK	5.73	9.52	6.58
CSRNP2	1.59	4.45	2.83
CAMKK2	5.6	7.14	5.59
BIN2	0.17	0.16	0.2
IL23A	0.54	0.94	0.67
ATP5F1B	216.53	112.51	119.2
PTGES3	19.87	22.9	21.14
SYT10	0	0	0
BCL7A	0.07	0.24	0.26
RSRC2	27.85	28.55	33.19
CYP27B1	0.12	0.08	0
MYF6	0	0	0
MYF5	0	0	0
LIN7A	0.03	0	0
KRT18	448.33	893.48	789.41
ACSS3	0	0	0
TNS2	0.33	0.3	0.85
GLI1	0	0	0
PPM1H	0.37	0.46	0.7
METAP2	10.07	11.71	12.73
LTA4H	9.43	5.83	6.5
ELK3	0.14	0.33	0.37
SLC6A12	0.62	0.51	1.23
WNT5B	0.09	0.02	0
MAGOHB	0.6	1.1	0.63
TRPV4	0.14	0.17	0.15
ITFG2	1.42	1.05	1.55
FOXM1	0.07	0.13	0.32
PRR4	0.78	0.81	0.73
PRMT8	0	0	0
PARP11	0.41	1.28	0.35
ARPC3	204.87	221.8	240.01
GPN3	1.06	0.18	0.09
VPS29	14.44	13.42	7.93
FGF6	0	0	0
MYL2	0.08	0.31	0.81
RAD51AP1	0	0	0
CUX2	0	0	0
SH2B3	1.14	1.55	1.97
AKAP3	0	0	0.06
MANSC1	4.63	6.91	5.44
KCNA1	0	0	0
DUSP16	4.55	5.74	4.85
CREBL2	1.87	1.58	1.61
ACAD10	2.7	2.39	3.91
ALDH2	61.76	84.04	75.58
CDKN1B	1.27	1.98	1.67
GPRC5D	2.29	1.35	2.71
NAA25	0.92	2.34	1.12
GSG1	0.23	0.35	0.4
SCNN1A	71.11	103	116.27
LTBR	24.98	28.3	28.01
OGFOD2	0.61	1.29	1.26
CDK2AP1	20.86	27.52	34.9
OAS3	0.66	1.53	1.82
OAS2	0.05	0.55	0.38
ART4	0	0	0
MGP	0.04	0.67	0.71
RASAL1	1.92	0.28	0.09
ARHGDIB	6.64	13.77	12.59
GTF2H3	0.79	1.3	1.18
EIF2B1	3.67	4.64	6.2
DDX55	0.32	0.56	0.82
SLC38A1	7.13	6.44	5.58
RERGL	0	0	0.03
ENDOU	0	0	0
C12orf49	6.86	4.33	4.26
VDR	13.34	14.72	11.58
FZD10	0.02	0.14	0.08
RFC5	0.45	1.17	1.38
STX2	0.11	0.21	0.22
ADGRD1	0	0	0
COPZ1	14.21	8.76	6.15
TBC1D30	0.05	0.04	0.02
CAND1	7.58	8.71	10.44
IL26	0	0	0
IFNG	0.07	0	0.1
RAB5B	27.32	35.65	33.34
MDM1	0.26	1.34	0.53
NUP107	0.82	1.37	1.46
CNOT2	5.91	14.25	7.52
TIMELESS	0.19	0.15	0.19
CPSF6	5.99	8.6	6.06
KRR1	8.83	7.87	7.64
MRPL51	8.54	8.41	6.03
GAPDH	600.5	963.43	874.07
NOP2	2.41	0.9	1.78
CHD4	23.85	36.27	37.57
ACRBP	0.08	0.03	0.16
UHRF1BP1L	2.78	2.83	2.66
COPS7A	7.99	6.51	5.74
ING4	1.53	3.4	3.19
GNB3	0	0.09	0
CDCA3	0.71	3.61	4.36
CHPT1	12.37	9.54	14.96
USP5	22.04	10.83	5.23
TPI1	130.9	211.57	190.98
GNPTAB	6.35	5.27	4.92
SPSB2	0.32	0.54	0.42
ENO2	0.32	0.75	1.02
ATN1	13.66	16.53	18.48
C12orf57	6.81	3.05	5.52
PTPN6	7.25	5.51	5.92
LPCAT3	14.84	9.41	10.17
NT5DC3	0.37	0.67	0.56
SLCO1B3	0.28	0.64	0.88
APOBEC1	5.8	9.34	8.33
NANOG	0	0	0
SUDS3	3.77	5.79	4.96
GOLT1B	1.45	2.39	3.13
GYS2	0	0	0
LDHB	38.06	28.44	19.29
PRKAB1	9.75	17.66	9.5
CMAS	63.98	63.28	63.26
HCFC2	1.62	1.73	1.53
ST8SIA1	0	0	0
CLEC4A	0	0	0
C2CD5	1.41	2.61	1.92
AICDA	0	0	0
RAB35	6.62	6.99	6.09
PHC1	0.38	0.49	0.36
COX6A1	138.18	101.91	110.41
ENSG00000111780	0	0	0.15
RFX4	0	0	0
RIC8B	1.81	1.14	1.99
SRSF9	17.31	22.91	20.14
DDX12B_ENSG00000111788	0.11	0	0.04
FGFR1OP2	2.8	2.5	3.26
KLRB1	0	0	0
COL12A1	0	0.28	0.06
BTN3A3	2.67	2.36	2.05
TDP2	49.88	71.11	71.96
